"","review_id","product_id","reviewer_id","stars","review_body","review_title","product_category","Class"
"14","es_0317341","product_es_0800280","reviewer_es_0672989",1,"No me ha gustado nada. Se cae cada dos por tres y cuando est\u00e1 pegado no capta bien la pantalla. Para lo unico que sirve es para ponerte de los nervios y perder el dinero.","No sirve para nada","wireless","negative"
"15","es_0186260","product_es_0589028","reviewer_es_0590298",1,"Los primeros d\u00edas bien, pero despu\u00e9s s\u00faper suelto sin haberlo usado casi.","Endeble.","home","negative"
"16","es_0312789","product_es_0795456","reviewer_es_0728633",1,"Amazon no me dio nunca los c\u00f3digos!! Llevo un mes llamando a atenci\u00f3n al cliente y no me lo solucionan, me dan largas y respuestas contradictoria. Me siento estafada.","Nunca me entregaron los juegos","pc","negative"
"17","es_0310853","product_es_0169777","reviewer_es_0739827",1,"Queda burbuja en el centro, como si el protector estuviera doblado","Malo","wireless","negative"
"18","es_0287856","product_es_0581605","reviewer_es_0211225",1,"Muy peque\u00f1as para lo que yo las queria. Y algunas me llegaron defectuosas","Bolsitas","toy","negative"
"19","es_0479859","product_es_0223647","reviewer_es_0218689",1,"Nunca lleg\u00f3 el producto","No ha llegado","book","negative"
"20","es_0841279","product_es_0260306","reviewer_es_0916182",1,"Nefasto se queda corto. A los 2 d\u00edas de uso, sin llevar ning\u00fan golpe el m\u00f3vil decidi\u00f3 morir.","No lo recomiendo","wireless","negative"
"21","es_0969927","product_es_0029464","reviewer_es_0094581",1,"este articulo es una puta mierda el maletin amarillo tenia la mitad de las coronas y lo mas importante no traia la broca para el eje por lo que no puedo usarlo. de pena","coronas","home_improvement","negative"
"22","es_0354464","product_es_0260583","reviewer_es_0533175",1,"ME ha durado poco. Se ha soltado el mango despu\u00e9s de ver que no aguantaba mucho la m\u00ednima torsi\u00f3n y a pesar de intentar volver a meterlo se sale constantemente, no se mantiene ni en el colgador. para tirar.","Poco resistente","home","negative"
"23","es_0343113","product_es_0105201","reviewer_es_0716215",1,"Fue un regalo para mi marido y a la semana tuvimos que ir a por otra ya que le daba muchos tirones","Mam\u00e1","personal_care_appliances","negative"
"24","es_0171072","product_es_0589574","reviewer_es_0616940",1,"NO ME A GUSTADO NADA QUE ME ENVIEN EL PRODUCTO SIN EMBALAJE DE NINGUN TIPO Y CON LAS INSTRUCCIONES SOLO EN ITALIANO.","SIN EMBALAJE, DIRECTAMENTE LA CAJA","kitchen","negative"
"25","es_0854767","product_es_0385428","reviewer_es_0281440",1,"Mal\u00edsimo. Comprado en dos ocasiones y devuelto","Malisimo","wireless","negative"
"26","es_0887922","product_es_0688115","reviewer_es_0395061",1,"Me han cobrado dos veces el mismo producto Tengo dos cargos en la targeta iguales","Estafa","lawn_and_garden","negative"
"27","es_0443504","product_es_0139157","reviewer_es_0130204",1,"El material de las fundas es de muy poca calidad, coge much\u00edsima suciedad y a las pocas semanas de tenerlas puestas, se ponen muy feas y hay que sustituirlas","Material de poca calidad","wireless","negative"
"28","es_0147731","product_es_0814100","reviewer_es_0629766",1,"Una aut\u00e9ntica porqueria. Tir\u00e9 20 pavos a la basura. No aguant\u00f3 recto ni el primer d\u00eda. Lo tuve que tirar. Muy decepcionada","Cubierta asiento","pet_products","negative"
"29","es_0727678","product_es_0131274","reviewer_es_0393816",1,"En mi caso no ha funcionado \ud83d\ude14","No funciona","drugstore","negative"
"30","es_0646653","product_es_0340996","reviewer_es_0223519",1,"Demasiado grande y dif\u00edcil de manejar y limpiar . Deber\u00eda haberla cambiado por talla m\u00e1s peque\u00f1a","Dif\u00edcil de limpiar","kitchen","negative"
"31","es_0799742","product_es_0719376","reviewer_es_0867361",1,"He instalado dos en el mismo coche. Tras 15 dias de uso. Las dos han dejado de funcionar.","Deja de funcionar.","wireless","negative"
"32","es_0432444","product_es_0737075","reviewer_es_0893255",1,"Decepcionante, le\u00ed que el tama\u00f1o era de 7 cm, cada mu\u00f1eco y no es as\u00ed. Son muy peque\u00f1os, si el beb\u00e9 se los mete en la boca, se puede ahogar. No es apropiado para beb\u00e9s","Muy peque\u00f1os","toy","negative"
"33","es_0372216","product_es_0179013","reviewer_es_0196978",1,"Compre el producto, lo utilice un par de dias y luego exploto. Hace casi 1 a\u00f1o que estoy intentando que me lo repongan sin exito...","Exploto y nunca me lo repusieron","wireless","negative"
"34","es_0248543","product_es_0259847","reviewer_es_0835958",1,"No me gusta parece un pijama, la us\u00e9 para pintar mi casa, pero con lo que vale...no se puede uno quejar","Mala calidad","sports","negative"
"35","es_0325531","product_es_0765870","reviewer_es_0073174",1,"Me decepcion\u00f3 la calidad para su precio","Mala calidad","home","negative"
"36","es_0300918","product_es_0762474","reviewer_es_0269955",1,"Viene sin alimentador y sin soporte a pared. En la web de alarma sin cuota le tienen por el mismo precio con todos los accesorios.","Sin alimentador y sin soporte","home_improvement","negative"
"37","es_0385904","product_es_0448784","reviewer_es_0676987",1,"Los 10 conos que dice que trae no es verdad, era un regalo y qued\u00e9 bastante mal, la verdad","No van los conos","kitchen","negative"
"38","es_0465746","product_es_0181622","reviewer_es_0507500",1,"No he recibido el paquete, ruego me informen si lo han dejado en casa de alg\u00fan vecino. Gracias","No he recibido el paquete","book","negative"
"39","es_0430422","product_es_0756984","reviewer_es_0704195",1,"El producto me lleg\u00f3 defectuoso ya que en un principio lleg\u00f3 con la temperatura baja y despu\u00e9s se vicio la bater\u00eda no me duraba ni 4 horas y se descargaba totalmente por la noche aun por encima me hace pagar los gastos de env\u00edo a la hora de devolverlos. Una verg\u00fcenza y presento una reclamaci\u00f3n en Amazon y me la rechaza as\u00ed que tener mucho cuidado un saludo","No paga las devoluciones","wireless","negative"
"40","es_0889967","product_es_0819577","reviewer_es_0356907",1,"Tuve que devolverlo porque no funcionaba","Producto averiado.","pc","negative"
"41","es_0335137","product_es_0891255","reviewer_es_0242276",1,"No funciona bien para nada.No merece la pena comprarlo. Calidad de impresi\u00f3n malisima adem\u00e1s de que no se pueden ni tocar los cartuchos, se sale toda la tinta","NO HA FUNCIONADO DESDE EL PRIMER MOMENTO","office_product","negative"
"42","es_0291993","product_es_0600693","reviewer_es_0590272",1,"Buenos d\u00edas ,he pedido 2 veces el art\u00edculo y ninguna de las dos veces ha llegado ,con lo cual no puedo dar alguna opini\u00f3n","Nada","sports","negative"
"43","es_0451764","product_es_0259257","reviewer_es_0882476",1,"El d\u00eda del montaje ya percib\u00ed la poca calidad de la cuna, y en menos de 2 semanas ya se hab\u00eda descolocado.... No recomiendo su compra","Endeble","baby_product","negative"
"44","es_0752479","product_es_0456968","reviewer_es_0994399",1,"Malisimas ya se me fundieron dos en un mes de compra","No las volvere a comprar","home","negative"
"45","es_0934554","product_es_0447892","reviewer_es_0749193",1,"Producto de segunda mano que venden como nuevo. El estado de la caja ya era bastante penoso pero el interior lo super\u00f3 con creces: un producto usado que conten\u00eda agua, sin todo el material y obviamente con lo poco que tra\u00eda sucio y con mal olor. Tramit\u00e9 la devoluci\u00f3n al instante y ped\u00ed el mismo producto a otro vendedor, tambi\u00e9n gestionado por Amazon. La experiencia ha sido igual de desastrosa.","Producto usado e incompleto.","pet_products","negative"
"46","es_0252843","product_es_0269116","reviewer_es_0703983",1,"Las sillas est\u00e1n bien, pero UNA de las sillas ven\u00eda sin piezas ni tornillos para montarla. No podemos contactar con el vendedor para que nos env\u00eden las piezas de repuesto.","UNA DE LAS SILLAS SIN PIEZAS","furniture","negative"
"47","es_0866359","product_es_0235939","reviewer_es_0298161",1,"Me ha llegado 15 de retraso y encima lo que me ha llegado es una funda de cualquier otro aparato que no es el mando de este modelo de tele. He pedido para devolverlo.","Muy mal","electronics","negative"
"48","es_0624861","product_es_0998441","reviewer_es_0738915",1,"Inservible, conexi\u00f3n inestable. Esta constantemente desconect\u00e1ndose, lo he probado en varios discos duros y en una c\u00e1mara de fotos. Imposible transferir archivos.","Conexi\u00f3n inestable","pc","negative"
"49","es_0425936","product_es_0234961","reviewer_es_0579550",1,"Se despegaron los bordes a los pocos dias y se rompio a la semana","Malisimo","wireless","negative"
"50","es_0868514","product_es_0035004","reviewer_es_0470214",1,"No la recomiendo, se despega muy rapido","No recomendada","home","negative"
"51","es_0327768","product_es_0618945","reviewer_es_0643883",1,"Es malo. No da casi aire y todo es realmente de muy baja calidad. A veces lo barato sale caro...","No lo recomiendo para nada.","kitchen","negative"
"52","es_0218606","product_es_0662707","reviewer_es_0708388",1,"el vendedor no contesta y no he recibido el producto","no lo he recibido y no me contestan","wireless","negative"
"53","es_0416500","product_es_0440233","reviewer_es_0897223",1,"Un cacharo que se nota que el precio de los profesionales es por algo , tardas un monton en instalarlo si eres capaz por que no es sencillo , vamos que tienes que darle uso si no otro cacharo para el cajon","Un cacharo que cuesta instalarlo","automotive","negative"
"54","es_0527104","product_es_0026153","reviewer_es_0058932",1,"Art\u00edculo no recibido.","ENTREGA FALLIDA POR CULPA DE CORREO XPRESS","drugstore","negative"
"55","es_0934505","product_es_0757515","reviewer_es_0589667",1,"La tinta no se adhiere al papel. Tengo una hp envy. Se me quedan las manos negras. Un fastidio","No sirve","office_product","negative"
"56","es_0272528","product_es_0786195","reviewer_es_0422975",1,"Llevo cerca de un mes usandolo y no hace efecto para nada. El olor me molesta mucho y si sirve para algo es para dar luminosidad e hidratar, pero los poros los deja igual que los tienes.","No funciona","beauty","negative"
"57","es_0481901","product_es_0951872","reviewer_es_0928036",1,"He comprado algun otro y este en concreto es de muy mala calidad lo inflas a tope y al d\u00eda siguiente se queda flojo ,vamos muy malo la verdad","Mala calidad","toy","negative"
"58","es_0189020","product_es_0070924","reviewer_es_0708429",1,"Baja luminosidad y baja saturaci\u00f3n de color. No conecta con la red wifi con intensidades baja de \u00e9sta.","Baja calidad","home","negative"
"59","es_0257796","product_es_0104617","reviewer_es_0065882",1,"no tiene fuerza para sujetar los aros de piston","no tiene fuerza","automotive","negative"
"60","es_0102272","product_es_0411441","reviewer_es_0313230",1,"El mismo d\u00eda que lo recib\u00ed tuve que solicitar la devoluci\u00f3n ya que el m\u00f3vil no es original, tardaron much\u00edsimo en devolverme el dinero, la bater\u00eda estaba al 100% y en este tipo de m\u00f3vil (re acondicionado) es imposible que venga as\u00ed, con lo cual se deduce que es una bater\u00eda china, la carcasa no trae el CE por lo que tampoco es original, la caja tampoco era original, el cargador tampoco. Quiz\u00e1s lo \u00fanico original sea la placa interna, pero veo muy caro pagar esto solamente por la placa.","Quiz\u00e1s la placa sea original, pero todo lo dem\u00e1s es falso, incluida la bater\u00eda","wireless","negative"
"61","es_0649142","product_es_0961516","reviewer_es_0167123",1,"La bateria una vez llega al 50% empieza a pitar que est\u00e1 baja y se apaga el telefono, lo vuelves a encender y ya est\u00e1 al 1% y zas se apaga otra vez. Una gran decepci\u00f3n. He solicitado devolucion","DEFECTUOSA","wireless","negative"
"62","es_0716533","product_es_0355257","reviewer_es_0738706",1,"Ped\u00ed este protector porque en cuanto a opiniones ten\u00eda de las mejores, una decepci\u00f3n total, todos los bordes llenos de aire y no pega y he probado ya dos, sin duda no lo voy a volver a comprar, desperdicio de dinero","Me esperaba algo mejor","wireless","negative"
"63","es_0172681","product_es_0573592","reviewer_es_0535123",1,"Lamentable producto que no funciona","No comprar","home","negative"
"64","es_0406245","product_es_0175521","reviewer_es_0344071",1,"Ten\u00eda problemas con el scroll desde el principio pero ya es insoportable, apenas lo he utilizado porque es imposible trabajar con \u00e9l. Decid\u00ed volver a probar hace unos d\u00edas, lo he limpiado por si acaso, pero sigue igual. Esta vez comprar\u00e9 otra marca comentario original: No es silencioso y es bastante estrecho incluso para una mano peque\u00f1a. Eso s\u00ed, es ligero.","comentario modificado","electronics","negative"
"65","es_0425630","product_es_0720368","reviewer_es_0718501",1,"De baja calidad,que cosa m\u00e1s mala de material, se rompi\u00f3 la cremallera con apenas un mes, por no hablar que se deshilacha por todos lados","Producto malo","sports","negative"
"66","es_0913075","product_es_0259596","reviewer_es_0025579",1,"Se ve muy de pl\u00e1stico","Mala","home","negative"
"67","es_0050692","product_es_0586103","reviewer_es_0523661",1,"Hemos hecho tres intentos y no nos han nacido.","Resultado nefasto","toy","negative"
"68","es_0692857","product_es_0898056","reviewer_es_0475138",1,"No esta bien terminado.no aguanta ni una semana el agua en el botijo.se filtra por debajo.no es normal que pierda en tan poco tiempo","Ismael","home","negative"
"69","es_0890491","product_es_0371325","reviewer_es_0426924",1,"Muy mala calidad, estuve a punto de devolverla pero hab\u00eda que enviarla a China pagando yo el env\u00edo desde Correos, as\u00ed que me la qued\u00e9 y se ha roto uno de los enganches de la correa al segundo d\u00eda de usarla, mal\u00edsima...","Fatal","shoes","negative"
"70","es_0820572","product_es_0839898","reviewer_es_0908326",1,"El producto ha llegado con un par de golpes, por suerte est\u00e1n en zonas no visibles pero bueno, la verdad es que est\u00e1 para devolverlo, da\u00f1os aparte el producto es id\u00e9ntico a las fotos y medidas, el embalaje dejaba mucho que desear, La instrucciones de montaje est\u00e1n bastante bien. Pero resumiendo por ese precio seguro que hay cosas mejores.","Ha llegado con da\u00f1os!","furniture","negative"
"71","es_0218427","product_es_0274311","reviewer_es_0467057",1,"Se ven muy pero muy cutres...... Aunque eso el perro no lo notar\u00e1...... Y como cuando las compr\u00e9 me daba una fecha buena de entrega...... Y en mitad del periodo cambi\u00f3...... Y me daba para m\u00e1s tarde....... Compr\u00e9 otras cuerdas...... Menos mal que no las mismas. Se supon\u00eda que llegar\u00edan..... Al principio en el d\u00eda de hoy........pero es que sigue poniendo que no est\u00e1 entregado!!! \ud83d\ude33 Despu\u00e9s me daban fecha de entrega entre el 8 y el 18 de enero......... Pero tampoco, ya est\u00e1n aqu\u00ed y menos mal que compr\u00e9 el otro juego de cuerdas porque estas nada m\u00e1s abran los cr\u00edos los regalos el perro se las zampa vamos......","Maya","home","negative"
"72","es_0022482","product_es_0529549","reviewer_es_0997683",1,"El bote casi vac\u00edo y no repara nada, muy descontenta, aunque amazon siempre aporta soluciones.","Nada recomendable.","home_improvement","negative"
"73","es_0687918","product_es_0886915","reviewer_es_0237265",1,"No tuesta la rebanada de manera uniforme. La parte superior de la rebanada se queda poco o nada tostada. El regulador de intensidad es absurdo, con apenas un cuarto de vuelta ya hay que vigilar si se quema o no la tostada.","Decepcionante","kitchen","negative"
"74","es_0155160","product_es_0095992","reviewer_es_0651064",1,"Hola! Este producto esto lo peor que ah\u00ed en el mercado con perd\u00f3n de la palabra es una mierda de art\u00edculo no se lo recomiendo si en broma, me gustar\u00eda devolverlo, pero lo peor es que no tengo la caja no imagin\u00e9 que ser\u00eda malo. Que rabia tengo por haber tirado la caja antes de probarlo.","Art\u00edculo malo no lo seguinte.","personal_care_appliances","negative"
"75","es_0983181","product_es_0979258","reviewer_es_0360554",1,"Pues la calidad del producto en los acabados no es mala,pero de imagen regular, el hdmi solo cogia resoluci\u00f3n de 720p y despu\u00e9s de usarlo en total unas 2 horas , el proyector se ha apagado y no ha vuelto a encender. Venia de otro proyector de similares car\u00e1cteristicas y no me esperaba que fallase a los 3 d\u00edas. No recomiendo el producto y ya he solicitado la devoluci\u00f3n.","Mala calidad de imagen, el hdmi solo detecta 720p y aparte solo ha durado 2 d\u00edas.","pc","negative"
"76","es_0134687","product_es_0460241","reviewer_es_0733261",1,"no tiene fuerza y no limpia","no sirve","home_improvement","negative"
"77","es_0905565","product_es_0674749","reviewer_es_0290230",1,"No he tenido ni que pon\u00e9rmelo. Lo saqu\u00e9, lo colgu\u00e9 en el joyero y se puso con un color horrible en menos de dos d\u00edas. Da verg\u00fcenza que Amazon tenga cosas con tanta calidad, y luego deje que estas cosas se vendan en su web...","HORRIBLE","jewelry","negative"
"78","es_0078552","product_es_0037180","reviewer_es_0261053",1,"No me ha gustado que funciona con aire, lo busco con calor como una plancha pero sin aire","No ha cumplido mis expectativas","personal_care_appliances","negative"
"79","es_0990415","product_es_0642059","reviewer_es_0901464",1,"Mal\u00edsima, no me ha durado ni un uso. Tengo que apagar y encender el coche cada dos por 3 para poder darle un poco de uso. No recomendable, es tirar el dinero","Penosa","toy","negative"
"80","es_0265203","product_es_0821305","reviewer_es_0748926",1,"Viene con una franja amarillenta en la parte de arriba de la pantalla. El m\u00f3vil se calienta mucho. La bater\u00eda con una 86% de salud de bater\u00eda. En definitiva muy mal","No merece la pena","wireless","negative"
"81","es_0957379","product_es_0468805","reviewer_es_0294931",1,"Ha llegado deteriorado , y el propio fabricante lo acusa a su escasa calidad.","Ni regalado lo quisiera otra vez","home","negative"
"82","es_0747714","product_es_0003324","reviewer_es_0024892",1,"En la descripci\u00f3n de la caja aparece una barra con el indicador de color que va de amarillo a azul, seg\u00fan el dibujo 3900 kelvin para estas bombillas lo sit\u00faa en el color blanco indicando que las bombillas dan luz blanca, pues no, la luz que dan es AMARILLA. Atenci\u00f3n con esto, porque si buscas una luz blanca, estas no valen, y para tener unas bombillas amarillas son muy caras. Veremos la duraci\u00f3n y si dan m\u00e1s luz, pero el color es AMARILLO.","Bombillas caras y AMARILLAS.","automotive","negative"
"83","es_0089080","product_es_0893458","reviewer_es_0264639",1,"Es un patinete y io devolvi el paquete en el mismo dia y tarda a devolver el dinero...si queres un patinete si es guapo.pero yo queria una bici","Es un patinete no bici","sports","negative"
"84","es_0326272","product_es_0265988","reviewer_es_0747409",1,"El producto no ha llegado. Amazon me dice que lo perdi\u00f3 el transportista. No encuentro la forma de que me devuelvan en dinero.","Producto perdido.","toy","negative"
"85","es_0429989","product_es_0325107","reviewer_es_0480319",1,"No compr\u00e9is este producto que es de mala calidad es gastar dinero para nada deber\u00edan prohibir vender este tipos de productos de mala calidad","An\u00f3nimo","luggage","negative"
"86","es_0335441","product_es_0422690","reviewer_es_0112175",1,"Me ha durado menos de 6 meses y se ha bloqueado","Mala","automotive","negative"
"87","es_0677843","product_es_0253642","reviewer_es_0801710",1,"Me ha llegado el disco malo de fabrica, al arrancar hace un ruido como ~clack.. como un disco muerto, y no llega a reconocer en Windows y a los 30 segundos se apaga.","No funciona","pc","negative"
"88","es_0465282","product_es_0634947","reviewer_es_0982640",1,"El pedido me lleg\u00f3 r\u00e1pido per\u00f2 con los dos protectores rotos. Llam\u00e9 por tel\u00e9fono y me respondieron que enviara mail con fotos y que no me preocupara. Despu\u00e9s de esperar respuesta con segu\u00ed que me atendieran de nuevo por tel\u00e9fono y mi sorpresa fue que la soluci\u00f3n era informar a Amazon que su transportista me habr\u00eda roto el producto al manipularlo y que ellos no me iban a responder por ello. Soluci\u00f3n: devolver autom\u00e1ticamente el producto (eso s\u00ed, teniendo que desplazarme yo) y ir a comprarlo a otro sitio. La verdad es que la respuesta que esperaba despu\u00e9s de la primera persona que me atendi\u00f3 y que me dijo ""m\u00e1ndame fotos y no te preocupes por nada, en seguida te llamo"" era que me mandaban uno nuevo, creo que deber\u00eda ser as\u00ed.","Producto roto","wireless","negative"
"89","es_0981080","product_es_0877241","reviewer_es_0949058",1,"P\u00e9simo material. Ha sido poner el mosquet\u00f3n en el agarre, y se ha desecho. Me esperaba mucho m\u00e1s del producto, porque por desgracia para m\u00ed, lo compr\u00e9 hace una semana; no lo he llegado a usar; y encima ya no puedo devolverlo en el embalaje original.","NO COMPRAR","sports","negative"
"90","es_0813956","product_es_0286173","reviewer_es_0652160",1,"No sirve es pl\u00e1stico q se rompe al primer impacto y adem\u00e1s lo pagas como bueno","No recomendable","sports","negative"
"91","es_0987466","product_es_0298388","reviewer_es_0372253",1,"Tuve que devolverlo. Cuando lo abr\u00ed para empezar a montarlo me di cuenta que estaba partido el cabezal, me llev\u00e9 un peque\u00f1o chasco pero lo hubiera devuelto estuviera roto o no porque ten\u00eda muy poca altura y no me convenc\u00eda.","Me lleg\u00f3 roto.","electronics","negative"
"92","es_0694379","product_es_0047404","reviewer_es_0383882",1,"Lo primero q no funciona cuando me la han mandado, parece q ha estado abierta. Lo segundo Le faltaba material, es decir los hilos, carretes de hilos, etc..","Que no funcionaba","home","negative"
"93","es_0940800","product_es_0168127","reviewer_es_0682446",1,"Me parece lamentable que no me puedan garantizar la recepci\u00f3n del art\u00edculo si lo vuelven a perder una 2\u00ba vez, dado que ya lo han perdido una 1\u00ba vez. Esto es la compra de un producto, no jugar a la loter\u00eda...","A lo mejor lo recibes, a lo mejor no. Quiz\u00e1s funcione, quiz\u00e1s no.","camera","negative"
"94","es_0975113","product_es_0725186","reviewer_es_0578196",1,"El tel\u00e9fono es m\u00e1s grande que el protector con lo que estoy escribiendo desde un tel\u00e9fono con la pantalla rota. Mal\u00edsima calidad, no cumple su objetivo. No la volver\u00eda a comprar nunca.","Protector que no protege","wireless","negative"
"95","es_0211170","product_es_0958676","reviewer_es_0692565",1,"Quando me ha puesto la funda,se me ha roto.Muy mala","Myu mala","apparel","negative"
"96","es_0558520","product_es_0289699","reviewer_es_0615182",1,"En 4 meses que lo tengo, con muy poco uso ya no funciona","Mala calidad","pc","negative"
"97","es_0590835","product_es_0600538","reviewer_es_0931021",1,"De primeras, el bolso est\u00e1 chulo. Pero al usarlo las costuras est\u00e1n muy flojas y a la semana te quedas sin bolso literalmente.","Costuras mejorables","luggage","negative"
"98","es_0402282","product_es_0583027","reviewer_es_0950884",1,"Es un poco royo, no pilla se\u00f1al y cuando la pilla es con mucho ruido... no la aconsejo. Estaba de vacaciones y se me ha pasado el periodo de devoluci\u00f3n.","No recomendable!!","wireless","negative"
"99","es_0557580","product_es_0013969","reviewer_es_0090703",1,"F\u00e1cil de montar pero como veis no se mantiene recto. S\u00f3lo se puede utilizar para cosas peque\u00f1as","No se tiene en pie","home_improvement","negative"
"100","es_0863495","product_es_0763266","reviewer_es_0298005",1,"Exactamente compr\u00e9 la funda el 7 de Julio, dejo la moto al aire en mi parcela y esta semana se rajo por el deterioro diario. Es posible que en interior dure mucho, pero para el exterior no ha durado nada.","Poco resistente al aire libre","automotive","negative"
"101","es_0893907","product_es_0621271","reviewer_es_0838018",1,"falta tornillo de la base para poder poner el LCD","Envio incompleto","wireless","negative"
"102","es_0962317","product_es_0041174","reviewer_es_0147501",1,"No ha llegado a\u00fan con lo cual la valoraci\u00f3n no es adecuada. Esperemos que no tarde demasiado y se cumplan los plazos de entrega","Susana","wireless","negative"
"103","es_0810423","product_es_0737528","reviewer_es_0918770",1,"Muy bien los que asta ahora recib\u00ed son un poco justos para una mu\u00f1eca nenuco pero se pueden poner , lo \u00fanico que ped\u00ed 6 y solo e recibido 5","Muy bonitos los que recib\u00ed","toy","negative"
"104","es_0584417","product_es_0066820","reviewer_es_0082596",1,"El primer d\u00eda se rompi\u00f3 el enganche y el agua se sale por el tap\u00f3n si lo llevas boca abajo muy mala calidad","Botella","sports","negative"
"105","es_0944571","product_es_0125474","reviewer_es_0410427",1,"lo tuve que devolver , lo prob\u00e9 y me result\u00f3 con algunas dificultades y ya cuando comenc\u00e9 a grabar no funcion\u00f3 m\u00e1s.","no funciona","pc","negative"
"106","es_0068374","product_es_0093132","reviewer_es_0727113",1,"Es una decepci\u00f3n, no se escuchan los latidos, menos mal q era para una ni\u00f1a para jugar.....pero es un chasco","No se escucha","industrial_supplies","negative"
"107","es_0734662","product_es_0769050","reviewer_es_0879250",1,"No se acoplan bien, y encima me rallaron las gafas.","Malo","toy","negative"
"108","es_0146151","product_es_0371511","reviewer_es_0838474",1,"Ped\u00ed la edici\u00f3n firmada, y el disco lleg\u00f3 sin firmar.","NO VINO FIRMADO","other","negative"
"109","es_0527554","product_es_0266401","reviewer_es_0700966",1,"Este producto la caja lleg\u00f3 estropeada por lo que uno de los rodante lleg\u00f3 roto","Un equipo roto","home_improvement","negative"
"110","es_0375382","product_es_0449641","reviewer_es_0533018",1,"Este producto est\u00e1 mal etiquetado y por tanto no es el que se pide. El fabricante ha puesto 2 etiquetas en el mismo producto y si bien lo env\u00edan como el modelo C, ya se ve arriba en el frontal que viene el modelo E. Adem\u00e1s en las 2 etiquetas que hay juntas, en la vieja ya pone que es la E.","OJO, MAL ETIQUETADO... ES EL MODELO E!!","musical_instruments","negative"
"111","es_0721195","product_es_0074020","reviewer_es_0749283",1,"Env\u00edan productos con taras! Llega en p\u00e9simas condiciones: sucio,con las esquinas rotas,los n\u00fameros y letras doradas desgastadas.Ped\u00ed dos,uno para mi hija y otro para regalo y ninguno viene en condiciones. El libro en s\u00ed,muy bueno","Libro con muchas taras","book","negative"
"112","es_0661728","product_es_0668385","reviewer_es_0644181",1,"El producto no me ha llegado a\u00fan. Porque los de Seur no pasan por mi casa, y tienen la poca verg\u00fcenza de que tampoco llevan el pedido al punto de recogida qu\u00e9 yo he puesto","El paquete no ha llegado","toy","negative"
"113","es_0159977","product_es_0937591","reviewer_es_0628354",1,"Un porqueria la verdad , no lo volver\u00eda comprar","Decepcionada","home","negative"
"114","es_0151210","product_es_0470249","reviewer_es_0242652",1,"Desepcionado, tal vez porque no es el producto que necesito. Son unas brochas muy debiles y para un trabajo de pintura de una casa practicamente no sirven, m\u00e1s bien son brochas para manualidades que en ese caso creo que si servir\u00edan. As\u00ed que por tal motivo he procedido a su devoluci\u00f3n.","No es lo que esperaba.","home","negative"
